"filename", "language", "C++", "Markdown", "HTML", "JSON with Comments", "JSON", "CMake", "Makefile", "CMake Cache", "TypeScript", "Log", "C", "comment", "blank", "total"
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\io_uring_descriptor_service.ipp", "C++", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39, 206
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\io_uring_file_service.ipp", "C++", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 141
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\io_uring_service.hpp", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 113
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\io_uring_service.ipp", "C++", 745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 99, 881
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\io_uring_socket_service_base.ipp", "C++", 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 43, 250
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\kqueue_reactor.hpp", "C++", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 114
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\kqueue_reactor.ipp", "C++", 475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 91, 600
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\null_event.ipp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 75
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\pipe_select_interrupter.ipp", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 130
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\posix_event.ipp", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 64
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\posix_mutex.ipp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 47
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\posix_serial_port_service.ipp", "C++", 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 169
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\posix_thread.ipp", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 85
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\posix_tss_ptr.ipp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 47
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\reactive_descriptor_service.ipp", "C++", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 44, 231
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\reactive_socket_service_base.ipp", "C++", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 50, 303
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\resolver_service_base.ipp", "C++", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 159
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\scheduler.ipp", "C++", 532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 107, 675
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\select_reactor.hpp", "C++", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 125
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\select_reactor.ipp", "C++", 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 61, 393
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\service_registry.hpp", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 95
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\service_registry.ipp", "C++", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 30, 198
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\signal_set_service.ipp", "C++", 613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 103, 774
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\socket_ops.ipp", "C++", 3326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280, 364, 3970
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\socket_select_interrupter.ipp", "C++", 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36, 186
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\strand_executor_service.hpp", "C++", 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 57, 355
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\strand_executor_service.ipp", "C++", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 159
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\strand_service.hpp", "C++", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 88
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\strand_service.ipp", "C++", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 203
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\thread_context.ipp", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 36
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\throw_error.ipp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 71
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\timer_queue_ptime.ipp", "C++", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 98
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\timer_queue_set.ipp", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 102
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_event.ipp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 77
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_iocp_file_service.ipp", "C++", 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29, 265
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_iocp_handle_service.ipp", "C++", 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 69, 619
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_iocp_io_context.hpp", "C++", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 121
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_iocp_io_context.ipp", "C++", 477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 84, 609
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_iocp_serial_port_service.ipp", "C++", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 29, 201
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_iocp_socket_service_base.ipp", "C++", 685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 95, 822
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_mutex.ipp", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 85
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_object_handle_service.ipp", "C++", 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 79, 453
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_static_mutex.ipp", "C++", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 137
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_thread.ipp", "C++", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 151
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\win_tss_ptr.ipp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 58
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\winrt_ssocket_service_base.ipp", "C++", 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 65, 627
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\winrt_timer_scheduler.hpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 93
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\winrt_timer_scheduler.ipp", "C++", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 122
"c:\Projects\Appetito\libs\asio\include\asio\detail\impl\winsock_init.ipp", "C++", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 83
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_control.hpp", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 85
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_object_impl.hpp", "C++", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 182
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_descriptor_read_at_op.hpp", "C++", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 193
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_descriptor_read_op.hpp", "C++", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 188
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_descriptor_service.hpp", "C++", 493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 110, 680
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_descriptor_write_at_op.hpp", "C++", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 187
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_descriptor_write_op.hpp", "C++", 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 183
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_file_service.hpp", "C++", 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 46, 263
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_null_buffers_op.hpp", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 114
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_operation.hpp", "C++", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 20, 85
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_service.hpp", "C++", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 83, 319
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_accept_op.hpp", "C++", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 45, 282
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_connect_op.hpp", "C++", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 140
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_recv_op.hpp", "C++", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 203
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_recvfrom_op.hpp", "C++", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 204
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_recvmsg_op.hpp", "C++", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 190
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_send_op.hpp", "C++", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 189
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_sendto_op.hpp", "C++", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 192
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_service.hpp", "C++", 468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 95, 632
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_socket_service_base.hpp", "C++", 475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 108, 664
"c:\Projects\Appetito\libs\asio\include\asio\detail\io_uring_wait_op.hpp", "C++", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 112
"c:\Projects\Appetito\libs\asio\include\asio\detail\is_buffer_sequence.hpp", "C++", 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 70, 339
"c:\Projects\Appetito\libs\asio\include\asio\detail\is_executor.hpp", "C++", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26, 127
"c:\Projects\Appetito\libs\asio\include\asio\detail\keyword_tss_ptr.hpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 71
"c:\Projects\Appetito\libs\asio\include\asio\detail\kqueue_reactor.hpp", "C++", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 59, 255
"c:\Projects\Appetito\libs\asio\include\asio\detail\limits.hpp", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 27
"c:\Projects\Appetito\libs\asio\include\asio\detail\local_free_on_block_exit.hpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 60
"c:\Projects\Appetito\libs\asio\include\asio\detail\macos_fenced_block.hpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 63
"c:\Projects\Appetito\libs\asio\include\asio\detail\memory.hpp", "C++", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 150
"c:\Projects\Appetito\libs\asio\include\asio\detail\mutex.hpp", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 49
"c:\Projects\Appetito\libs\asio\include\asio\detail\non_const_lvalue.hpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 55
"c:\Projects\Appetito\libs\asio\include\asio\detail\noncopyable.hpp", "C++", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 44
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_event.hpp", "C++", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 107
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_fenced_block.hpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 48
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_global.hpp", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 60
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_mutex.hpp", "C++", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 61
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_reactor.hpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 84
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_signal_blocker.hpp", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 70
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_socket_service.hpp", "C++", 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 68, 520
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_static_mutex.hpp", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 61
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_thread.hpp", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 68
"c:\Projects\Appetito\libs\asio\include\asio\detail\null_tss_ptr.hpp", "C++", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 69
"c:\Projects\Appetito\libs\asio\include\asio\detail\object_pool.hpp", "C++", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 31, 172
"c:\Projects\Appetito\libs\asio\include\asio\detail\old_win_sdk_compat.hpp", "C++", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 48, 215
"c:\Projects\Appetito\libs\asio\include\asio\detail\op_queue.hpp", "C++", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 163
"c:\Projects\Appetito\libs\asio\include\asio\detail\operation.hpp", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 39
"c:\Projects\Appetito\libs\asio\include\asio\detail\pipe_select_interrupter.hpp", "C++", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 22, 90
"c:\Projects\Appetito\libs\asio\include\asio\detail\pop_options.hpp", "C++", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 50, 158
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_event.hpp", "C++", 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 176
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_fd_set_adapter.hpp", "C++", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 119
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_global.hpp", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 81
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_mutex.hpp", "C++", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 77
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_serial_port_service.hpp", "C++", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 43, 250
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_signal_blocker.hpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 86
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_static_mutex.hpp", "C++", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 65
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_thread.hpp", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 110
"c:\Projects\Appetito\libs\asio\include\asio\detail\posix_tss_ptr.hpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 80
"c:\Projects\Appetito\libs\asio\include\asio\detail\push_options.hpp", "C++", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 57, 229
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_descriptor_service.hpp", "C++", 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 86, 531
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_null_buffers_op.hpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 99
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_accept_op.hpp", "C++", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 39, 247
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_connect_op.hpp", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 126
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_recv_op.hpp", "C++", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 162
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_recvfrom_op.hpp", "C++", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 167
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_recvmsg_op.hpp", "C++", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 148
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_send_op.hpp", "C++", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 165
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_sendto_op.hpp", "C++", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 159
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_service.hpp", "C++", 464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 100, 634
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_socket_service_base.hpp", "C++", 465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 105, 654
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactive_wait_op.hpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 99
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactor.hpp", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 55
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactor_op.hpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 72
"c:\Projects\Appetito\libs\asio\include\asio\detail\reactor_op_queue.hpp", "C++", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 26, 213
"c:\Projects\Appetito\libs\asio\include\asio\detail\recycling_allocator.hpp", "C++", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 106
"c:\Projects\Appetito\libs\asio\include\asio\detail\regex_fwd.hpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 45
"c:\Projects\Appetito\libs\asio\include\asio\detail\resolve_endpoint_op.hpp", "C++", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 23, 141
"c:\Projects\Appetito\libs\asio\include\asio\detail\resolve_op.hpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 46
"c:\Projects\Appetito\libs\asio\include\asio\detail\resolve_query_op.hpp", "C++", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 151
"c:\Projects\Appetito\libs\asio\include\asio\detail\resolver_service.hpp", "C++", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 30, 148
"c:\Projects\Appetito\libs\asio\include\asio\detail\resolver_service_base.hpp", "C++", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 34, 159
"c:\Projects\Appetito\libs\asio\include\asio\detail\scheduler.hpp", "C++", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 63, 242
"c:\Projects\Appetito\libs\asio\include\asio\detail\scheduler_operation.hpp", "C++", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 79
"c:\Projects\Appetito\libs\asio\include\asio\detail\scheduler_task.hpp", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 50
"c:\Projects\Appetito\libs\asio\include\asio\detail\scheduler_thread_info.hpp", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 41
"c:\Projects\Appetito\libs\asio\include\asio\detail\scoped_lock.hpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 102
"c:\Projects\Appetito\libs\asio\include\asio\detail\scoped_ptr.hpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 88
"c:\Projects\Appetito\libs\asio\include\asio\detail\select_interrupter.hpp", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 47
"c:\Projects\Appetito\libs\asio\include\asio\detail\select_reactor.hpp", "C++", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 59, 275
"c:\Projects\Appetito\libs\asio\include\asio\detail\service_registry.hpp", "C++", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 37, 165
"c:\Projects\Appetito\libs\asio\include\asio\detail\signal_blocker.hpp", "C++", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 45
"c:\Projects\Appetito\libs\asio\include\asio\detail\signal_handler.hpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 91
"c:\Projects\Appetito\libs\asio\include\asio\detail\signal_init.hpp", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 48
"c:\Projects\Appetito\libs\asio\include\asio\detail\signal_op.hpp", "C++", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 54
"c:\Projects\Appetito\libs\asio\include\asio\detail\signal_set_service.hpp", "C++", 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 59, 284
"c:\Projects\Appetito\libs\asio\include\asio\detail\socket_holder.hpp", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 99
"c:\Projects\Appetito\libs\asio\include\asio\detail\socket_ops.hpp", "C++", 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 119, 376
"c:\Projects\Appetito\libs\asio\include\asio\detail\socket_option.hpp", "C++", 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 46, 317
"c:\Projects\Appetito\libs\asio\include\asio\detail\socket_select_interrupter.hpp", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 92
"c:\Projects\Appetito\libs\asio\include\asio\detail\socket_types.hpp", "C++", 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 418
"c:\Projects\Appetito\libs\asio\include\asio\detail\solaris_fenced_block.hpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 63
"c:\Projects\Appetito\libs\asio\include\asio\detail\source_location.hpp", "C++", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 46
"c:\Projects\Appetito\libs\asio\include\asio\detail\static_mutex.hpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 53
"c:\Projects\Appetito\libs\asio\include\asio\detail\std_event.hpp", "C++", 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 29, 189
"c:\Projects\Appetito\libs\asio\include\asio\detail\std_fenced_block.hpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 63
"c:\Projects\Appetito\libs\asio\include\asio\detail\std_global.hpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 71
"c:\Projects\Appetito\libs\asio\include\asio\detail\std_mutex.hpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 74
"c:\Projects\Appetito\libs\asio\include\asio\detail\std_static_mutex.hpp", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 82
"c:\Projects\Appetito\libs\asio\include\asio\detail\std_thread.hpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 72
"c:\Projects\Appetito\libs\asio\include\asio\detail\strand_executor_service.hpp", "C++", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 39, 174
"c:\Projects\Appetito\libs\asio\include\asio\detail\strand_service.hpp", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 35, 145
"c:\Projects\Appetito\libs\asio\include\asio\detail\string_view.hpp", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 48
"c:\Projects\Appetito\libs\asio\include\asio\detail\thread.hpp", "C++", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 61
